index,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Current_Role,Did you switch careers into Data?,Current Salary(USD),Industry,Programming_Language,Happiness_Index(Salary),Happiness_Index(Work/Life Balance),Happiness_Index(Coworkers),Happiness_Index(Management),Happiness_Index(Upward Mobility),Happiness_Index(Learning New Things),How difficult was it for you to break into Data?,"If you were to look for a new job today, what would be the most important thing to you?",Gender,Country,Education,Ethnicity,Salary,Age_group
442,6/11/2022,19:30,0:03:25,Data Analyst,Yes,0-40k,Agriculture,Python,Unhappy,Very unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,4.0,Difficult,Better Salary,Male,Saudi Arabia,Bachelors,Arab,20.0,36-40
443,6/11/2022,19:32,0:09:42,Data Analyst,Yes,41k-65k,Healthcare,SQL,Neutral,Neutral,Neutral,Neutral,Neutral,6.0,Easy,Good Work/Life Balance,Male,United Arab Emirates,Bachelors,African,53.0,31-35
444,6/11/2022,19:37,0:01:23,Data Analyst,No,86k-105k,Finance,Python,Somewhat unhappy,Happy,Neutral,Unhappy,Unhappy,3.0,Difficult,Challenging / exciting problems,Male,United States,Masters,Hispanic or Latino,95.5,21-25
445,6/11/2022,20:53,0:03:19,Data Engineer,Yes,41k-65k,Tech,Python,Neutral,Neutral,Somewhat unhappy,Neutral,Neutral,5.0,Neither easy nor difficult,Remote Work,Female,United Kingdom,Masters,Asian or Asian American,53.0,31-35
446,6/11/2022,21:05,0:01:19,Data Analyst,Yes,66k-85k,Sensors,R,Somewhat unhappy,Neutral,Neutral,Somewhat happy,Neutral,4.0,Very Easy,Better Salary,Male,United States,Bachelors,White or Caucasian,75.5,26-30
447,6/11/2022,21:08,0:01:07,Student/Looking/None,No,0-40k,Tech,Python,Unhappy,Very happy,Overjoyed,Very happy,Somewhat unhappy,3.0,Difficult,Remote Work,Male,United States,Bachelors,White or Caucasian,20.0,21-25
448,6/11/2022,22:13,0:01:43,Data Scientist,Yes,86k-105k,Automotive,Python,Happy,Extremely happy,Ecstatic,Overjoyed,Happy,8.0,Neither easy nor difficult,Better Salary,Male,Canada,Masters,Asian or Asian American,95.5,26-30
449,6/11/2022,22:27,0:02:37,Data Analyst,Yes,66k-85k,Supply Chain,Python,Unhappy,Extremely happy,Happy,Very unhappy,Extremely happy,10.0,Neither easy nor difficult,Better Salary,Male,United States,Masters,White or Caucasian,75.5,36-40
450,6/11/2022,22:43,0:02:25,Data Analyst,Yes,66k-85k,Healthcare,R,Neutral,Neutral,Somewhat happy,Somewhat happy,Neutral,6.0,Neither easy nor difficult,All of the above,Female,United States,Masters,White or Caucasian,75.5,26-30
451,6/11/2022,23:04,0:01:35,Data Scientist,Yes,106k-125k,Finance,Python,Overjoyed,Extremely happy,Ecstatic,Ecstatic,Ecstatic,10.0,Difficult,Remote Work,Male,United States,Bachelors,Asian or Asian American,115.5,26-30
452,6/11/2022,23:18,0:04:47,Business Intelligence Analyst,Yes,66k-85k,Professional Services,R,Extremely happy,Ecstatic,Ecstatic,Very happy,Extremely happy,5.0,Difficult,Data Maturity,Male,United States,Masters,White or Caucasian,75.5,26-30
453,6/11/2022,23:39,0:01:03,Data Engineer,No,41k-65k,Finance,Python,Extremely unhappy,Happy,Happy,Happy,Happy,6.0,Very Easy,Better Salary,Male,United States,Bachelors,Black or African American,53.0,21-25
454,6/12/2022,0:29,0:01:37,Data Engineer,Yes,225k-225k,Tech,SQL,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral,Somewhat unhappy,5.0,Neither easy nor difficult,Better Salary,Male,United States,Bachelors,Asian or Asian American,225.0,31-35
455,6/12/2022,0:52,0:01:37,Data Analyst,No,106k-125k,Food and bece,Python,Ecstatic,Ecstatic,Ecstatic,Ecstatic,Ecstatic,6.0,Easy,Better Salary,Female,United States,Bachelors,White or Caucasian,115.5,41-45
456,6/12/2022,0:58,0:01:54,Data Analyst,Yes,41k-65k,Healthcare,Python,Very unhappy,Ecstatic,Ecstatic,Extremely happy,Ecstatic,3.0,Neither easy nor difficult,Better Salary,Female,United States,Bachelors,White or Caucasian,53.0,36-40
457,6/12/2022,1:08,0:01:43,Data Analyst,Yes,41k-65k,Research (non-clincial),Python,Unhappy,Somewhat unhappy,Very happy,Happy,Somewhat happy,6.0,Neither easy nor difficult,Better Salary,Male,United States,Bachelors,White or Caucasian,53.0,26-30
458,6/12/2022,2:43,0:01:35,Data Analyst,No,0-40k,Tech,Python,Extremely happy,Very happy,Extremely happy,Very happy,Very happy,9.0,Easy,Opportunity to learn,Female,India,Bachelors,Asian or Asian American,20.0,21-25
459,6/12/2022,2:52,0:01:31,Data Analyst,Yes,41k-65k,Healthcare,Python,Extremely happy,Somewhat happy,Extremely happy,Extremely happy,Somewhat happy,10.0,Difficult,Remote Work,Female,Israel,Masters,White or Caucasian,53.0,31-35
460,6/12/2022,3:03,0:01:20,Student/Looking/None,No,0-40k,Education,Python,Unhappy,Somewhat happy,Somewhat happy,Somewhat happy,Unhappy,4.0,Difficult,Better Salary,Male,Netherlands,Bachelors,White or Caucasian,20.0,26-30
461,6/12/2022,3:45,0:01:58,BI Consultant,Yes,0-40k,Tech,Python,Very happy,Extremely happy,Extremely happy,Extremely happy,Extremely happy,7.0,Neither easy nor difficult,Good Culture,Male,France,Masters,White or Caucasian,20.0,26-30
462,6/12/2022,3:59,0:03:34,Student/Looking/None,No,0-40k,Education,R,Very unhappy,Very unhappy,Unhappy,Very unhappy,Extremely unhappy,3.0,Neither easy nor difficult,Good Work/Life Balance,Male,Kenya,Associates,African,20.0,26-30
463,6/12/2022,4:00,0:01:29,Data Analyst,Yes,66k-85k,Gover,SQL,Unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,2.0,Difficult,Better Salary,Female,United States,Bachelors,White or Caucasian,75.5,31-35
464,6/12/2022,4:17,0:01:57,Data Analyst,Yes,86k-105k,Finance,Python,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral,Neutral,4.0,Difficult,Good Culture,Male,India,Masters,American Indian or Alaska Native,95.5,46-50
465,6/12/2022,4:31,0:01:34,Data Analyst,Yes,66k-85k,Retail,SQL,Neutral,Somewhat happy,Neutral,Somewhat happy,Neutral,4.0,Difficult,Better work & remote salary,Male,United States,Masters,Asian or Asian American,75.5,26-30
466,6/12/2022,4:52,0:03:19,Data Analyst,No,0-40k,Healthcare,Python,Happy,Very happy,Extremely happy,Very happy,Happy,7.0,Neither easy nor difficult,Better Salary,Male,India,Bachelors,Asian or Asian American,20.0,26-30
467,6/12/2022,6:23,0:01:41,Data Analyst,No,0-40k,Finance,Python,Unhappy,Somewhat unhappy,Unhappy,Somewhat happy,Somewhat happy,6.0,Neither easy nor difficult,Remote Work,Female,India,Masters,Asian or Asian American,20.0,31-35
468,6/12/2022,6:52,0:01:11,Data Analyst,Yes,86k-105k,Education,Python,Extremely unhappy,Very unhappy,Very unhappy,Extremely unhappy,Extremely unhappy,0.0,Neither easy nor difficult,Good Culture,Male,United States,Masters,Hispanic or Latino,95.5,31-35
469,6/12/2022,7:16,0:03:44,Data Analyst,Yes,0-40k,Education,Python,Unhappy,Very unhappy,Unhappy,Somewhat unhappy,Neutral,3.0,Difficult,Remote Work,Male,Zambia,Bachelors,Black or African American,20.0,21-25
470,6/12/2022,7:18,0:02:11,Data Engineer,Yes,66k-85k,Real Estate,Python,Somewhat unhappy,Ecstatic,Extremely happy,Extremely happy,Ecstatic,10.0,Easy,Remote Work,Male,United States,Bachelors,White or Caucasian,75.5,26-30
471,6/12/2022,7:51,0:01:57,Data Analyst,Yes,41k-65k,Tech,Python,Somewhat happy,Extremely happy,Somewhat unhappy,Unhappy,Neutral,8.0,Neither easy nor difficult,Good Culture,Male,Netherlands,Bachelors,White or Caucasian,53.0,31-35
472,6/12/2022,8:25,0:02:42,Student/Looking/None,Yes,0-40k,Real Estate,Python,Extremely unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,6.0,Difficult,Good Work/Life Balance,Male,Portugal,Bachelors,White or Caucasian,20.0,46-50
473,6/12/2022,9:14,0:01:31,Data Business Analyst,No,66k-85k,Finance,Python,Extremely unhappy,Ecstatic,Ecstatic,Somewhat happy,Extremely unhappy,0.0,Neither easy nor difficult,Good Work/Life Balance,Female,United States,Masters,Asian or Asian American,75.5,26-30
474,6/12/2022,9:30,0:01:52,Data Analyst,Yes,106k-125k,Defense,Python,Extremely happy,Happy,Happy,Very happy,Overjoyed,10.0,Easy,Better Salary,Female,United States,Masters,Black or African American,115.5,31-35
475,6/12/2022,9:36,0:02:16,Data Analyst,Yes,41k-65k,Finance,Python,Happy,Overjoyed,Somewhat happy,Very happy,Extremely happy,9.0,Difficult,Remote Work,Male,United States,High School,Hispanic or Latino,53.0,21-25
476,6/12/2022,9:44,0:03:02,Data Steward,No,66k-85k,Foodservice,Python,Somewhat unhappy,Happy,Happy,Happy,Happy,6.0,Neither easy nor difficult,Better Salary,Male,United States,Bachelors,White or Caucasian,75.5,26-30
477,6/12/2022,9:44,0:01:20,Data Analyst,Yes,41k-65k,Healthcare,R,Very unhappy,Somewhat happy,Somewhat unhappy,Somewhat unhappy,Happy,5.0,Difficult,Remote Work,Female,United States,Masters,Black or African American,53.0,26-30
478,6/12/2022,10:07,0:01:52,Student/Looking/None,No,0-40k,Data insights company,Python,Very unhappy,Extremely happy,Extremely happy,Very unhappy,Somewhat unhappy,7.0,Very Easy,Better Salary,Female,India,Masters,Asian or Asian American,20.0,21-25
479,6/12/2022,10:30,0:02:10,Data Scientist,No,41k-65k,Manuf,Python,Overjoyed,Ecstatic,Ecstatic,Ecstatic,Ecstatic,10.0,Neither easy nor difficult,Good Culture,Male,United States,Bachelors,White or Caucasian,53.0,15-20
480,6/12/2022,11:43,0:01:42,Data Analyst,Yes,0-40k,Healthcare,Python,Extremely happy,Ecstatic,Overjoyed,Happy,Extremely happy,9.0,Easy,Remote Work,Female,Costa Rica,Masters,Hispanic or Latino,20.0,26-30
481,6/12/2022,11:44,0:01:20,Analytics Manager,Yes,125k-150k,Healthcare,Python,Very happy,Happy,Extremely happy,Extremely happy,Extremely happy,7.0,Easy,Remote Work,Male,United States,Bachelors,White or Caucasian,137.5,26-30
482,6/12/2022,12:12,0:01:35,Student/Looking/None,No,0-40k,Not currently working,Python,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,0.0,Easy,Good Work/Life Balance,Female,United States,Bachelors,American Indian or Alaska Native,20.0,26-30
483,6/12/2022,12:36,0:01:57,Student/Looking/None,No,0-40k,Education,Python,Extremely unhappy,Extremely unhappy,Somewhat unhappy,Extremely unhappy,Extremely unhappy,8.0,Difficult,Better Salary,Male,Ghana,Bachelors,Black or African American,20.0,26-30
484,6/12/2022,12:43,0:02:48,Data Analyst,No,41k-65k,Tech,Python,Overjoyed,Very happy,Overjoyed,Ecstatic,Ecstatic,10.0,Neither easy nor difficult,Good Work/Life Balance,Female,India,Masters,Asian or Asian American,53.0,21-25
485,6/12/2022,12:47,0:01:56,Data Analyst,Yes,0-40k,Tech,R,Extremely unhappy,Extremely happy,Very happy,Happy,Somewhat unhappy,9.0,Very Difficult,Better Salary,Male,United States,High School,White or Caucasian,20.0,26-30
486,6/12/2022,13:13,0:01:43,Data Engineer,Yes,0-40k,Food and Beverages,Python,Somewhat happy,Very happy,Happy,Extremely happy,Very happy,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,India,Bachelors,Asian or Asian American,20.0,26-30
487,6/12/2022,13:37,0:01:46,Data Analyst,Yes,0-40k,Tech,Python,Somewhat unhappy,Unhappy,Neutral,Somewhat unhappy,Somewhat unhappy,3.0,Neither easy nor difficult,Better Salary,Male,Nigeria,High School,Black or African American,20.0,21-25
488,6/12/2022,14:03,0:01:52,Data Analyst,No,0-40k,Healthcare,Python,Unhappy,Happy,Happy,Very happy,Very happy,9.0,Difficult,Better Salary,Male,United Kingdom,Bachelors,Hispanic or Latino,20.0,31-35
489,6/12/2022,14:33,0:10:34,Student/Looking/None,Yes,0-40k,Finance,SQL,Very happy,Overjoyed,Ecstatic,Ecstatic,Somewhat unhappy,4.0,Easy,Remote Work,Male,Uruguay,Bachelors,White or Caucasian,20.0,31-35
490,6/12/2022,14:43,0:02:53,Data Analyst,No,41k-65k,Government Administration,Python,Somewhat happy,Happy,Somewhat happy,Unhappy,Somewhat unhappy,3.0,Easy,Remote Work,Male,Canada,Masters,Black or African American,53.0,21-25
491,6/12/2022,15:09,0:01:49,Student/Looking/None,Yes,0-40k,Finance,R,Neutral,Somewhat happy,Neutral,Neutral,Somewhat happy,6.0,Neither easy nor difficult,Remote Work,Female,Nigeria,Bachelors,Black or African American,20.0,36-40
492,6/12/2022,15:45,0:02:39,Data Analyst,Yes,41k-65k,Outsourcing ,Python,Very happy,Overjoyed,Overjoyed,Overjoyed,Very happy,9.0,Easy,Better Salary,Female,United Kingdom,Bachelors,Asian or Asian American,53.0,26-30
493,6/12/2022,16:23,0:03:50,Data Analyst,No,0-40k,Real Estate,R,Somewhat unhappy,Very happy,Extremely happy,Happy,Happy,9.0,Difficult,Remote Work,Male,Nigeria,High School,Black or African American,20.0,26-30
494,6/12/2022,16:28,0:03:59,Technical Consultant,Yes,0-40k,Tech,Python,Somewhat unhappy,Somewhat happy,Somewhat happy,Neutral,Somewhat unhappy,2.0,Difficult,Better Salary,Female,India,Bachelors,Asian or Asian American,20.0,21-25
495,6/12/2022,17:01,0:02:04,"Software Engineer, AI ",Yes,86k-105k,Finance,Python,Very happy,Somewhat happy,Somewhat happy,Extremely happy,Extremely happy,8.0,Neither easy nor difficult,Remote Work,Female,United States,Associates,Bi-racial people should be able to check 2 options in 2022. ,95.5,36-40
496,6/12/2022,17:09,0:01:46,Data Analyst,Yes,66k-85k,Consulting,Python,Extremely happy,Ecstatic,Ecstatic,Ecstatic,Very happy,9.0,Neither easy nor difficult,Better Salary,Male,United States,Bachelors,Black or African American,75.5,26-30
497,6/12/2022,17:42,0:02:29,Data Scientist,Yes,41k-65k,Cobsukting,Python,Extremely happy,Extremely happy,Ecstatic,Ecstatic,Ecstatic,10.0,Easy,Good Culture,Female,United Kingdom,Bachelors,White or Caucasian,53.0,41-45
498,6/12/2022,18:14,0:01:58,System Configuration,Yes,66k-85k,Insurance ,Python,Very happy,Overjoyed,Extremely happy,Extremely happy,Happy,6.0,Neither easy nor difficult,Better Salary,Male,United States,Masters,White or Caucasian,75.5,36-40
499,6/12/2022,19:30,0:01:37,Business Analyst,Yes,0-40k,Workforce ,Python,Very unhappy,Somewhat happy,Ecstatic,Ecstatic,Extremely happy,10.0,Neither easy nor difficult,Better Salary,Male,Costa Rica,Bachelors,Hispanic or Latino,20.0,26-30
500,6/12/2022,21:13,0:04:36,Sales & marketing,Yes,0-40k,General contractor,Python,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Unhappy,Unhappy,2.0,Very Easy,Good Work/Life Balance,Male,Indonesia,Masters,Asian,20.0,46-50
501,6/12/2022,22:29,0:03:16,Data Analyst,Yes,41k-65k,Construction,PHP,Very unhappy,Neutral,Very unhappy,Unhappy,Unhappy,3.0,Easy,Better Salary,Female,Canada,Masters,Asian or Asian American,53.0,26-30
502,6/12/2022,23:16,0:04:53,RF Engineer,No,0-40k,Telecommunication,Python,Somewhat unhappy,Extremely happy,Extremely happy,Somewhat happy,Somewhat unhappy,5.0,Difficult,Better Salary,Male,India,Bachelors,Asian,20.0,26-30
503,6/12/2022,23:35,0:01:58,Support Engineer,No,0-40k,Tech,Python,Somewhat happy,Extremely happy,Very happy,Very happy,Somewhat unhappy,2.0,Difficult,Better Salary,Male,India,Bachelors,Indian,20.0,21-25
504,6/13/2022,0:26,0:01:30,Analytics Engineer,No,106k-125k,Tech,SQL,Happy,Somewhat happy,Neutral,Neutral,Somewhat unhappy,4.0,Easy,Better Salary,Male,United States,Masters,American Indian or Alaska Native,115.5,21-25
505,6/13/2022,0:58,0:02:51,Data Analyst,Yes,41k-65k,Nonprofit,Python,Somewhat happy,Ecstatic,Very happy,Very happy,Neutral,8.0,Easy,Better Salary,Male,United States,Bachelors,Black or African American,53.0,31-35
506,6/13/2022,1:50,0:01:47,Data Engineer,No,0-40k,Real Estate,Python,Somewhat unhappy,Somewhat unhappy,Extremely happy,Overjoyed,Somewhat happy,3.0,Easy,Better Salary,Male,United Kingdom,Bachelors,Arab,20.0,21-25
507,6/13/2022,1:59,0:03:06,Data Analyst,No,41k-65k,Police / Emergency Services,DAX,Very unhappy,Neutral,Neutral,Very unhappy,Very unhappy,4.0,Easy,Good Culture,Female,United Kingdom,Masters,White or Caucasian,53.0,46-50
508,6/13/2022,2:40,0:01:00,Data Analyst,Yes,66k-85k,Healthcare,Python,Happy,Overjoyed,Extremely happy,Extremely happy,Extremely happy,7.0,Neither easy nor difficult,Better Salary,Male,United States,Bachelors,Black or African American,75.5,26-30
509,6/13/2022,3:08,0:02:04,Data Analyst,Yes,41k-65k,Retail,Python,Somewhat happy,Very happy,Very happy,Very happy,Very happy,7.0,Difficult,Better Salary,Male,United Kingdom,Masters,Hispanic or Latino,53.0,31-35
510,6/13/2022,3:40,0:04:45,Data Scientist,Yes,41k-65k,Finance,Python,Somewhat happy,Very happy,Very happy,Neutral,Somewhat happy,7.0,Neither easy nor difficult,Better Salary,Male,Hong Kong,Bachelors,Asian or Asian American,53.0,26-30
511,6/13/2022,5:25,0:03:29,Data Analyst,Yes,0-40k,Insurance,Python,Somewhat happy,Somewhat happy,Very happy,Very happy,Very happy,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,Tunisia,Masters,White or Caucasian,20.0,31-35
512,6/13/2022,5:33,0:01:50,Data Analyst,Yes,0-40k,Tech,Python,Extremely unhappy,Somewhat unhappy,Extremely unhappy,Very unhappy,Extremely unhappy,0.0,Easy,Good Culture,Female,Sri lanka,Masters,Asian,20.0,26-30
513,6/13/2022,6:03,0:02:49,Data Analyst,Yes,0-40k,Manufacturing,Python,Neutral,Unhappy,Somewhat happy,Unhappy,Neutral,4.0,Neither easy nor difficult,Good Work/Life Balance,Female,Spain,Masters,White or Caucasian,20.0,31-35
514,6/13/2022,7:02,0:03:13,Student/Looking/None,Yes,0-40k,Tech,R,Neutral,Neutral,Neutral,Neutral,Neutral,10.0,Easy,Remote Work,Female,United Kingdom,Masters,Black or African American,20.0,36-40
515,6/13/2022,9:23,0:01:09,Account manager,Yes,66k-85k,Consumer retail,Python,Happy,Happy,Very happy,Very happy,Happy,7.0,Easy,Good Culture,Female,United States,Masters,Asian or Asian American,75.5,26-30
516,6/13/2022,9:24,0:01:26,Data Analyst,Yes,41k-65k,Tech,Python,Somewhat unhappy,Somewhat unhappy,Somewhat happy,Neutral,Neutral,4.0,Neither easy nor difficult,Better Salary,Male,United States,Bachelors,White or Caucasian,53.0,46-50
517,6/13/2022,9:32,0:01:26,Data Analyst,Yes,66k-85k,Finance,SQL,Somewhat happy,Extremely happy,Somewhat happy,Somewhat happy,Somewhat happy,4.0,Easy,Remote Work,Male,Canada,Masters,Asian or Asian American,75.5,31-35
518,6/13/2022,10:30,0:01:12,Incident Manager,Yes,41k-65k,Telecommunication,Python,Neutral,Somewhat happy,Neutral,Somewhat happy,Somewhat happy,6.0,Difficult,Good Work/Life Balance,Male,India,Bachelors,American Indian or Alaska Native,53.0,26-30
519,6/13/2022,10:48,0:01:34,Product Owner,No,41k-65k,Tech,Python,Very happy,Overjoyed,Somewhat happy,Happy,Happy,7.0,Easy,The work,Male,United Kingdom,Masters,White or Caucasian,53.0,26-30
520,6/13/2022,11:30,0:02:45,Student/Looking/None,No,0-40k,Finance,Python,Extremely happy,Very happy,Happy,Very happy,Extremely happy,10.0,Neither easy nor difficult,Remote Work,Male,Kenya,Bachelors,African,20.0,21-25
521,6/13/2022,11:40,0:00:43,Data Scientist,Yes,150k-225k,Finance,R,Overjoyed,Overjoyed,Overjoyed,Overjoyed,Extremely happy,8.0,Difficult,Better Salary,Male,United States,PhD,Asian or Asian American,187.5,41-45
522,6/13/2022,11:59,0:02:58,Business Analyst,No,41k-65k,Tech,Python,Extremely happy,Happy,Happy,Extremely happy,Very happy,8.0,Neither easy nor difficult,Better Salary,Male,United States,Bachelors,Hispanic or Latino,53.0,21-25
523,6/13/2022,12:00,0:01:08,Database Developer,Yes,0-40k,Tech,Python,Somewhat happy,Overjoyed,Very happy,Very happy,Happy,9.0,Easy,Better Salary,Male,India,Bachelors,Asian or Asian American,20.0,21-25
524,6/13/2022,12:25,0:01:21,Data Analyst,No,0-40k,Tech,Python,Very happy,Overjoyed,Extremely happy,Extremely happy,Neutral,2.0,Neither easy nor difficult,Better Salary,Male,India,Bachelors,Asian or Asian American,20.0,26-30
525,6/13/2022,12:57,0:02:01,Data Analyst,No,41k-65k,Home and living,SQL,Somewhat happy,Happy,Happy,Unhappy,Unhappy,3.0,Neither easy nor difficult,Better Salary,Male,Germany,Bachelors,Black or African American,53.0,31-35
526,6/13/2022,13:24,0:02:52,Presales Engineer,No,0-40k,Telecommunication,Python,Neutral,Somewhat unhappy,Unhappy,Extremely unhappy,Extremely unhappy,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,Argentina,Bachelors,White or Caucasian,20.0,31-35
527,6/13/2022,13:27,0:01:18,Data Analyst,Yes,106k-125k,Healthcare,Python,Neutral,Somewhat unhappy,Neutral,Unhappy,Unhappy,2.0,Easy,Good Work/Life Balance,Male,United States,High School,White or Caucasian,115.5,41-45
528,6/13/2022,13:52,0:00:59,Predictive Analyst,No,41k-65k,Education,Python,Neutral,Overjoyed,Extremely happy,Extremely happy,Happy,7.0,Neither easy nor difficult,Better Salary,Male,United States,Masters,White or Caucasian,53.0,21-25
529,6/13/2022,13:56,0:01:04,Data Analyst,Yes,0-40k,Construction,Python,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,0.0,Very Difficult,Better Salary,Female,United States,Masters,Asian or Asian American,20.0,26-30
530,6/13/2022,14:06,0:00:50,Data Analyst,Yes,41k-65k,Agriculture,Python,Somewhat unhappy,Happy,Somewhat happy,Somewhat happy,Somewhat happy,6.0,Neither easy nor difficult,Better Salary,Male,United States,Bachelors,White or Caucasian,53.0,26-30
531,6/13/2022,14:51,0:01:30,Student/Looking/None,No,0-40k,Telecommunication,Python,Extremely happy,Ecstatic,Happy,Very happy,Extremely happy,8.0,Neither easy nor difficult,Better Salary,Male,United States,High School,White or Caucasian,20.0,15-20
532,6/13/2022,14:59,0:01:25,Data Analyst,Yes,41k-65k,Insurance ,Python,Somewhat happy,Happy,Overjoyed,Happy,Very happy,10.0,Neither easy nor difficult,Better Salary,Male,India,Bachelors,Asian or Asian American,53.0,26-30
533,6/13/2022,15:25,0:01:33,Student/Looking/None,Yes,0-40k,Finance,Python,Extremely happy,Overjoyed,Overjoyed,Very happy,Extremely happy,8.0,Neither easy nor difficult,Better Salary,Male,Other,Bachelors,White or Caucasian,20.0,21-25
534,6/13/2022,16:05,0:01:46,Data Analyst,Yes,41k-65k,Non Profit Organization,Python,Happy,Ecstatic,Ecstatic,Ecstatic,Ecstatic,8.0,Difficult,Better Salary,Female,Canada,Masters,Asian or Asian American,53.0,26-30
535,6/13/2022,16:22,0:02:42,Data Analyst,Yes,0-40k,Healthcare,Python,Somewhat unhappy,Neutral,Somewhat happy,Somewhat happy,Neutral,5.0,Difficult,Good Work/Life Balance,Male,Spain,Bachelors,White or Caucasian,20.0,21-25
536,6/13/2022,17:48,0:00:50,Data Analyst,Yes,0-40k,Manufacturing,Python,Happy,Happy,Overjoyed,Overjoyed,Ecstatic,10.0,Neither easy nor difficult,Remote Work,Male,Portugal,Bachelors,White or Caucasian,20.0,21-25
537,6/13/2022,17:56,0:01:57,Data Analyst,Yes,0-40k,Healthcare,R,Unhappy,Somewhat unhappy,Neutral,Somewhat unhappy,Somewhat unhappy,5.0,Neither easy nor difficult,Good Work/Life Balance,Male,Liberia,Bachelors,Black or African American,20.0,26-30
538,6/13/2022,17:56,0:01:07,Data Analyst,Yes,125k-150k,Education,Python,Extremely happy,Extremely happy,Very happy,Happy,Very happy,9.0,Neither easy nor difficult,Good Culture,Male,United States,Bachelors,White or Caucasian,137.5,31-35
539,6/13/2022,18:41,0:01:23,Data Analyst,Yes,86k-105k,Retail,Python,Happy,Very happy,Very happy,Happy,Very happy,6.0,Difficult,Remote Work,Male,United States,Masters,Black or African American,95.5,26-30
540,6/13/2022,18:46,0:01:45,Data Analyst,Yes,86k-105k,Tech,Python,Very happy,Happy,Somewhat happy,Neutral,Somewhat unhappy,6.0,Neither easy nor difficult,Better Salary,Female,United States,Associates,Hispanic or Latino,95.5,41-45
541,6/13/2022,19:54,0:01:15,Student/Looking/None,No,0-40k,Education,Python,Extremely unhappy,Happy,Neutral,Somewhat happy,Unhappy,4.0,Very Difficult,Remote Work,Female,United States,Bachelors,Hispanic or Latino,20.0,21-25
542,6/13/2022,21:15,0:02:30,Data Analyst,Yes,66k-85k,Healthcare,None,Unhappy,Happy,Happy,Neutral,Somewhat unhappy,3.0,Difficult,Better Salary,Male,United States,Bachelors,Hispanic or Latino,75.5,31-35
543,6/13/2022,21:22,0:02:04,Data Analyst,Yes,66k-85k,Finance,Python,Neutral,Somewhat unhappy,Neutral,Neutral,Neutral,6.0,Very Difficult,Better Salary,Male,Singapore,Bachelors,Asian or Asian American,75.5,26-30
544,6/13/2022,22:08,0:01:13,Data Engineer,No,150k-225k,Real Estate,Python,Neutral,Happy,Somewhat unhappy,Unhappy,Somewhat unhappy,3.0,Neither easy nor difficult,Good Culture,Male,Canada,Bachelors,Asian or Asian American,187.5,36-40
545,6/13/2022,22:21,0:03:15,Data Analyst,Yes,66k-85k,Air transpo,Python,Happy,Very happy,Very happy,Somewhat happy,Somewhat happy,9.0,Difficult,Better Salary,Female,United States,Masters,Black or African American,75.5,26-30
546,6/13/2022,23:05,0:00:58,Data Analyst,No,86k-105k,Real Estate,Python,Very happy,Somewhat happy,Happy,Happy,Neutral,6.0,Neither easy nor difficult,Good Culture,Male,United States,High School,White or Caucasian,95.5,21-25
547,6/14/2022,1:03,0:01:54,Student/Looking/None,No,0-40k,Finance,Python,Somewhat unhappy,Neutral,Extremely happy,Somewhat happy,Somewhat happy,3.0,Neither easy nor difficult,Better Salary,Male,United States,High School,Asian or Asian American,20.0,26-30
548,6/14/2022,4:31,0:01:22,Data Analyst,No,66k-85k,Distribution ,Python,Unhappy,Neutral,Neutral,Somewhat unhappy,Neutral,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,Australia,Bachelors,Native Hawaiian or other Pacific Islander,75.5,21-25
549,6/14/2022,5:06,0:01:27,Data Analyst,No,0-40k,Tech,Python,Extremely unhappy,Very unhappy,Unhappy,Very unhappy,Very unhappy,1.0,Neither easy nor difficult,Remote Work,Male,India,Bachelors,Asian or Asian American,20.0,21-25
550,6/14/2022,5:42,0:02:53,Student/Looking/None,Yes,0-40k,None for now,None,Extremely unhappy,Very unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,0.0,Neither easy nor difficult,Good Culture,Male,Nigeria,Bachelors,Black or African American,20.0,51-55
551,6/14/2022,5:47,0:01:37,Data Engineer,Yes,0-40k,Tech,Python,Neutral,Happy,Happy,Somewhat unhappy,Very happy,9.0,Neither easy nor difficult,Better Salary,Female,Romania,Bachelors,White or Caucasian,20.0,31-35
552,6/14/2022,6:34,0:04:29,Student/Looking/None,Yes,0-40k,Finance,R,Somewhat unhappy,Somewhat happy,Somewhat happy,Neutral,Somewhat happy,6.0,Difficult,Better Salary,Male,Other,High School,Black or African American,20.0,36-40
